,restaurant_id,menu_type,section,menu_item,description,price,dietary_prefences,source,image_name,ingredients,ingredients_mapped
218,chubbys_jamaican_kitchen,brunch,SWEET TINGS,RUM & RAISIN BREAD PUDDING,"Rum caramel sauce, vanilla ice cream.",$14.00,,,,"['bread', 'caramel', 'cream', 'ice', 'pudding', 'raisin', 'rum', 'vanilla']","bread, caramel, cream, ice, pudding, raisin, rum, vanilla"
219,chubbys_jamaican_kitchen,brunch,MAWNIN LIBATIONS,CHUBBY'S RUM PUNCH,"Wray & Nephew over-proof rum, Appleton Signature rum, Angostura, lime, nutmeg.",$16.00,,,,"['apple', 'lime', 'nut', 'nutmeg', 'rum']","apple, lime, nut, nutmeg, rum"
220,chubbys_jamaican_kitchen,brunch,MAWNIN LIBATIONS,JAMAICAN MULE,"Goslings black seal rum, house made ginger beer, Jamaican bitters.",$16.00,,,,"['beer', 'bitter', 'gin', 'ginger', 'jam', 'rum']","beer, bitter, gin, ginger, jam, rum"
221,chubbys_jamaican_kitchen,brunch,MAWNIN LIBATIONS,EVERYTHING NICE,"Appleton Signature Rum, aperol, mango, lemon, tamarind, scotch bonnet.",$16.00,,,,"['apple', 'hing', 'ice', 'lemon', 'mango', 'rum', 'scotch', 'tamari']","apple, hing, ice, lemon, mango, rum, scotch, tamari"
222,chubbys_jamaican_kitchen,brunch,MAWNIN LIBATIONS,REDSTRIPE,Jamaican lager.,$9.50,,,,"['jam', 'tripe']","jam, tripe"
223,chubbys_jamaican_kitchen,brunch,MAWNIN LIBATIONS,WHINE UP SANGRIA,"Rosé, pineapple fruits, lemon, grapefruit juice.",$14.00,,,,"['apple', 'fruit', 'grape', 'grapefruit', 'ice', 'juice', 'lemon', 'pineapple']","apple, fruit, grape, grapefruit, ice, juice, lemon, pineapple"
224,chubbys_jamaican_kitchen,brunch,MAWNIN LIBATIONS,MANDEVILLE MIMOSA,Villa Sandi Prosecco and your choice of Pineapple | Mango.,$14.00,,,,"['apple', 'ice', 'mango', 'pineapple', 'prosecco', 'rose']","apple, ice, mango, pineapple, prosecco, rose"
225,chubbys_jamaican_kitchen,brunch,WHINE & BUBBLE,"PROSECCO, VILLA SANDI, ITALY","Meadow flowers, dry, citrus, green apples.",$13.00,,,,"['apple', 'green', 'prosecco', 'rose']","apple, green, prosecco, rose"
226,chubbys_jamaican_kitchen,brunch,WHINE & BUBBLE,"CAVA, PARÉS BALTÀ BRUT, SPAIN","Buttery, floral notes, granny smith apple.",$16.00,,,,"['apple', 'butter']","apple, butter"
227,chubbys_jamaican_kitchen,brunch,WHINE & BUBBLE,"LAGASCA, VIOGNIER, SPAIN","Citrus, floral aromas, herbs, hint of perfume.",$14.00,,,,"['herb', 'rom']","herb, rom"
228,chubbys_jamaican_kitchen,brunch,WHINE & BUBBLE,"PINOT GRIGIO, RECHSTAINER, ITALY","Floral aromas, apple, peach, refreshing.",$13.00,,,,"['apple', 'hing', 'pea', 'peach', 'rom']","apple, hing, pea, peach, rom"
229,chubbys_jamaican_kitchen,brunch,WHINE & BUBBLE,"ORANGE, VENETO IGT BIANCO, ITALY","Intensely ripe pear, lychee, creamed wildflower honey & sour plum.",$17.00,,,,"['cream', 'honey', 'lychee', 'orange', 'pea', 'pear', 'plum']","cream, honey, lychee, orange, pea, pear, plum"
230,chubbys_jamaican_kitchen,brunch,WHINE & BUBBLE,"ORANGE, VINO NARANJA, CHILE","Mango, peach, papaya, honey.",$17.00,,,,"['chile', 'honey', 'mango', 'orange', 'papaya', 'pea', 'peach']","chile, honey, mango, orange, papaya, pea, peach"
231,chubbys_jamaican_kitchen,drinks,CHUBBY'S LIBATIONS - OUR SIGNATURE COCKTAILS,CHUBBYS RUM PUNCH,"Wray & Nephew Overproof Rum, Appleton Signature Rum, Angostura, lime, nutmeg.",$16.00,,,,"['apple', 'lime', 'nut', 'nutmeg', 'rum']","apple, lime, nut, nutmeg, rum"
232,chubbys_jamaican_kitchen,drinks,CHUBBY'S LIBATIONS - OUR SIGNATURE COCKTAILS,EVERYTHING NICE,"Appleton signature rum, Aperol, mango, lemon, tamarind, scotch bonnet.",$16.00,,,,"['apple', 'hing', 'ice', 'lemon', 'mango', 'rum', 'scotch', 'tamari']","apple, hing, ice, lemon, mango, rum, scotch, tamari"
233,chubbys_jamaican_kitchen,drinks,CHUBBY'S LIBATIONS - OUR SIGNATURE COCKTAILS,ISLAND BREEZE,"Dillons Dry Gin, Amaro Nonino, sorrel, house made ginger beer, lime.",$17.00,,,,"['beer', 'dill', 'gin', 'ginger', 'lime', 'sorrel']","beer, dill, gin, ginger, lime, sorrel"
234,chubbys_jamaican_kitchen,drinks,CHUBBY'S LIBATIONS - OUR SIGNATURE COCKTAILS,JAMAICAN MULE,"Goslings Black Seal Rum, house-made ginger beer, Jamaican bitters.",$16.00,,,,"['beer', 'bitter', 'gin', 'ginger', 'jam', 'rum']","beer, bitter, gin, ginger, jam, rum"
235,chubbys_jamaican_kitchen,drinks,CHUBBY'S LIBATIONS - OUR SIGNATURE COCKTAILS,BUFFALO SOLDIER,"Buffalo Trace Bourbon, pineapple nutmeg shrub, demerara, walnut bitters.",$18.00,,,,"['apple', 'bitter', 'bourbon', 'buffalo', 'nut', 'nutmeg', 'pineapple', 'walnut']","apple, bitter, bourbon, buffalo, nut, nutmeg, pineapple, walnut"
236,chubbys_jamaican_kitchen,drinks,WAH GWAAN - OUR SEASONAL SIGNATURE COCKTAILS,TOP BOY,"Remy VSOP Brandy, Disaronno, rich honey syrup, espresso, orange.",$17.00,,,,"['brandy', 'espresso', 'honey', 'orange', 'syrup']","brandy, espresso, honey, orange, syrup"
237,chubbys_jamaican_kitchen,drinks,WAH GWAAN - OUR SEASONAL SIGNATURE COCKTAILS,MOCKING BIRD,"Plantation 3 Star, plantain infused sherry, coconut syrup, demerara, toasted coconut.",$17.00,,,,"['coconut', 'nut', 'plantain', 'syrup', 'toast']","coconut, nut, plantain, syrup, toast"
238,chubbys_jamaican_kitchen,drinks,WAH GWAAN - OUR SEASONAL SIGNATURE COCKTAILS,HAVANA NIGHTS,"Havana club 7, Licor Beirao, grapefruit, lemon, pineapple, star anise bitters.",$17.00,,,,"['anise', 'apple', 'bitter', 'fruit', 'grape', 'grapefruit', 'lemon', 'pineapple']","anise, apple, bitter, fruit, grape, grapefruit, lemon, pineapple"
239,chubbys_jamaican_kitchen,drinks,WAH GWAAN - OUR SEASONAL SIGNATURE COCKTAILS,GYALCHESTER,"Tequila Tromba Blanco, Sombra mezcal, Cointreau, pineapple juice, demerara.",$19.00,,,,"['apple', 'ice', 'juice', 'mezcal', 'pineapple', 'rom', 'tequila']","apple, ice, juice, mezcal, pineapple, rom, tequila"
240,chubbys_jamaican_kitchen,drinks,WAH GWAAN - OUR SEASONAL SIGNATURE COCKTAILS,SUNSET IN NEGRIL,"Smith & Cross rum, Ballantines scotch, house made ginger beer, lemon, passion fruit.",$18.00,,,,"['beer', 'fruit', 'gin', 'ginger', 'lemon', 'rum', 'scotch']","beer, fruit, gin, ginger, lemon, rum, scotch"
241,chubbys_jamaican_kitchen,drinks,WAH GWAAN - OUR SEASONAL SIGNATURE COCKTAILS,POETIC JUSTICE,"El Gobernador Pisco, St Germain, dry vermouth, lemon, Benedictine, cardamom bitters.",$17.00,,,,"['benedictine', 'bitter', 'cardamom', 'eel', 'ice', 'lemon', 'pisco', 'vermouth']","benedictine, bitter, cardamom, eel, ice, lemon, pisco, vermouth"
242,chubbys_jamaican_kitchen,drinks,RUM FLIGHTS - REGIONAL SIPS FOR RUM LOVERS 3OZ,JAMAICA EXPERIENCE,"Appleton 8 Year, Appleton 12 Year, Appleton 15.",34,,,,['rum'],rum
243,chubbys_jamaican_kitchen,drinks,RUM FLIGHTS - REGIONAL SIPS FOR RUM LOVERS 3OZ,BARBADOS EXPERIENCE,"Mount Gay Eclipse, Mount Gay Black Barrel, Mount Gay XO.",32,,,,['rum'],rum
244,chubbys_jamaican_kitchen,drinks,RUM FLIGHTS - REGIONAL SIPS FOR RUM LOVERS 3OZ,GUYANA EXPERIENCE,"El Dorado 12, El Dorado 15, El Dorado 21.",42,,,,['rum'],rum
245,chubbys_jamaican_kitchen,drinks,RUM FLIGHTS - REGIONAL SIPS FOR RUM LOVERS 3OZ,FLOR DE CANA EXPERIENCE,"Flor de Cana 7, Flor de Cana 12, Flor de Cana 15",32,,,,['rum'],rum
246,chubbys_jamaican_kitchen,drinks,RUM BAR - SIP 12 OF THE WORLD’S BEST RUMS BY THE 1.5 OZ,"APPLETON ESTATE 12 YEAR RARE BLEND, JAMAICA","banana, coconut, molasses, oak.",16,,,,"['apple', 'banana', 'coconut', 'jam', 'molasses', 'nut']","apple, banana, coconut, jam, molasses, nut"
247,chubbys_jamaican_kitchen,drinks,RUM BAR - SIP 12 OF THE WORLD’S BEST RUMS BY THE 1.5 OZ,"GOSLINS FAMILY RESERVE, BERMUDA","fruit, vanilla and oak, with molasses and smoke.",$27.00,,,,"['fruit', 'molasses', 'vanilla']","fruit, molasses, vanilla"
248,chubbys_jamaican_kitchen,drinks,RUM BAR - SIP 12 OF THE WORLD’S BEST RUMS BY THE 1.5 OZ,"EL DORADO 12 YEAR, GUYANA","Baked coconut, toasted nut, brown sugar, orange, spice",$16.00,,,,"['coconut', 'ice', 'nut', 'orange', 'spice', 'sugar', 'toast']","coconut, ice, nut, orange, spice, sugar, toast"
249,chubbys_jamaican_kitchen,drinks,RUM BAR - SIP 12 OF THE WORLD’S BEST RUMS BY THE 1.5 OZ,"SANTA TERESA 1796, VENEZUELA",peppery wood spices and flavours of dry fruit and toffee.,$16.00,,,,"['fruit', 'ice', 'pepper', 'spice']","fruit, ice, pepper, spice"
250,chubbys_jamaican_kitchen,drinks,RUM BAR - SIP 12 OF THE WORLD’S BEST RUMS BY THE 1.5 OZ,"SAINT JAMES AGRICOLE RUM, MARTINIQUE","earthy, vegetal, grassy, and herbal.",$14.00,,,,"['herb', 'jam', 'rum']","herb, jam, rum"
251,chubbys_jamaican_kitchen,drinks,RUM BAR - SIP 12 OF THE WORLD’S BEST RUMS BY THE 1.5 OZ,"RON ZACAPPA 23, GUATEMALA","brown sugar, toffee, candied walnut, toasted marshmallow, honey.",$21.00,,,,"['honey', 'marshmallow', 'nut', 'sugar', 'toast', 'walnut']","honey, marshmallow, nut, sugar, toast, walnut"
252,chubbys_jamaican_kitchen,drinks,RUM BAR - SIP 12 OF THE WORLD’S BEST RUMS BY THE 1.5 OZ,"DIPLOMATICO RESERVA EXCLUSIVA, VENEZUELA","sweet toffee fudge, dark chocolate, orange, cinnamon.",$16.00,,,,"['chocolate', 'cinnamon', 'cola', 'fudge', 'orange']","chocolate, cinnamon, cola, fudge, orange"
253,chubbys_jamaican_kitchen,drinks,RUM BAR - SIP 12 OF THE WORLD’S BEST RUMS BY THE 1.5 OZ,"HAVANA CLUB 7 YEAR, CUBA","smokey oak, sugar cane, vanilla dried fruit.",$14.00,,,,"['fruit', 'sugar', 'vanilla']","fruit, sugar, vanilla"
254,chubbys_jamaican_kitchen,drinks,RUM BAR - SIP 12 OF THE WORLD’S BEST RUMS BY THE 1.5 OZ,"FLOR DE CANA CENTENARIO 12 YEAR, NICARAGUA","dark chocolate, vanilla, clove, dried fruit.",$16.00,,,,"['chocolate', 'clove', 'cola', 'fruit', 'vanilla']","chocolate, clove, cola, fruit, vanilla"
255,chubbys_jamaican_kitchen,drinks,RUM BAR - SIP 12 OF THE WORLD’S BEST RUMS BY THE 1.5 OZ,"MOUNT GAY BLACK BARREL DOUBLE CASK, BARBADOS","toffee, vanilla, toasted oak, citrus fruit.",$16.00,,,,"['fruit', 'toast', 'vanilla']","fruit, toast, vanilla"
256,chubbys_jamaican_kitchen,drinks,RUM BAR - SIP 12 OF THE WORLD’S BEST RUMS BY THE 1.5 OZ,"CAYMAN REEF 5 YEAR, BARBADOS","smooth, vanilla, toffee, oak.",$14.00,,,,['vanilla'],vanilla
257,chubbys_jamaican_kitchen,drinks,RUM BAR - SIP 12 OF THE WORLD’S BEST RUMS BY THE 1.5 OZ,"WORTHY PARK SINGLE ESTATE RESERVE, JAMAICA","caramel, oak, spice and molasses.",$25.00,,,,"['caramel', 'ice', 'jam', 'molasses', 'spice']","caramel, ice, jam, molasses, spice"
258,chubbys_jamaican_kitchen,drinks,Wines - white,"PINOT GRIGIO, RECHSTAINER, ITALY","Floral aromas, apple, peach, refreshing.",$13.00,,,,"['apple', 'hing', 'pea', 'peach', 'rom']","apple, hing, pea, peach, rom"
259,chubbys_jamaican_kitchen,drinks,Wines - white,"LAGASCA, VIOGNIER, SPAIN","Citrus, floral aromas, herbs, hint of perfume.",$14.00,,,,"['herb', 'rom']","herb, rom"
260,chubbys_jamaican_kitchen,drinks,Wines - ROSÉ & ORANGE,"ROSE, 13TH STREET, ONTARIO","Raspberry aromas, classic watermelon and peach notes.",$13.00,,,,"['berry', 'melon', 'pea', 'peach', 'raspberry', 'rom', 'rose', 'water', 'watermelon']","berry, melon, pea, peach, raspberry, rom, rose, water, watermelon"
261,chubbys_jamaican_kitchen,drinks,Wines - ROSÉ & ORANGE,"VENETO IGT BIANCO ORANGE, ITALY","Ripe pear, lychee, creamed wildflower honey & citrus.",$70.00,,,,"['cream', 'honey', 'lychee', 'orange', 'pea', 'pear']","cream, honey, lychee, orange, pea, pear"
262,chubbys_jamaican_kitchen,drinks,WINES - REDS,"I MURI PRIMITIVO, ITALY","Bold, plum, dry black fruit, soft tannins, long finish.",$11.00,,,,"['fruit', 'plum']","fruit, plum"
263,chubbys_jamaican_kitchen,drinks,WINES - REDS,"CABERNET SAUVIGNON, HEADWIND, CALIFORNIA","Rich berry fruit with oak and vanilla notes, hints of baking spice.",$14.00,,,,"['berry', 'fruit', 'ice', 'spice', 'vanilla']","berry, fruit, ice, spice, vanilla"
264,chubbys_jamaican_kitchen,drinks,WINES - BUBBLES,"PROSECCO, VILLA SANDI, ITALY","Meadow flowers, dry, citrus, green apples.",$13.00,,,,"['apple', 'green', 'prosecco', 'rose']","apple, green, prosecco, rose"
265,chubbys_jamaican_kitchen,drinks,WINES - BUBBLES,"CAVA, PARES BALTA, SPAIN","Orange, apple, white peach and floral honey.",$16.00,,,,"['apple', 'honey', 'orange', 'pea', 'peach']","apple, honey, orange, pea, peach"
266,chubbys_jamaican_kitchen,drinks,WINES - BUBBLES,"BOMMINO SPUMANTE, ON THE MOON, ITALY","Yellow apple, fresh citrus, pear, tea.",$58.00,,,,"['apple', 'pea', 'pear', 'tea']","apple, pea, pear, tea"
267,chubbys_jamaican_kitchen,drinks,BEER,RED STRIPE,Lager,$9.50,,,,['beer'],beer
268,chubbys_jamaican_kitchen,drinks,BEER,BURDOCK CLASSIC,Lager,$9.50,,,,['beer'],beer
269,chubbys_jamaican_kitchen,drinks,BEER,DRAGON STOUT,,$9.50,,,,['beer'],beer
270,chubbys_jamaican_kitchen,drinks,BEER,BURDOCK BLOND,Blond ale,$9.50,,,,['ale'],ale
271,chubbys_jamaican_kitchen,drinks,COOL RUNNINGS - JAMAICAN JUICES & MOCKTAILS,HOMESTYLE GINGER BEER,"Fresh ginger, simple syrup, lime.",$7.50,,,,"['beer', 'gin', 'ginger', 'lime', 'syrup']","beer, gin, ginger, lime, syrup"
272,chubbys_jamaican_kitchen,drinks,COOL RUNNINGS - JAMAICAN JUICES & MOCKTAILS,ISLAND SUNSHINE,"Pineapple, apple, orange, turmeric, lime.",$7.50,,,,"['apple', 'lime', 'orange', 'pineapple', 'turmeric']","apple, lime, orange, pineapple, turmeric"
273,chubbys_jamaican_kitchen,drinks,COOL RUNNINGS - JAMAICAN JUICES & MOCKTAILS,TRACK STAR,"Beet, ginger, lime, apple.",$7.50,,,,"['apple', 'beet', 'gin', 'ginger', 'lime']","apple, beet, gin, ginger, lime"
274,chubbys_jamaican_kitchen,drinks,COOL RUNNINGS - JAMAICAN JUICES & MOCKTAILS,JAMROCK (MOCKTAIL),"Seedlip, sorrel, ginger beer, soda, lemon.",$12.00,,,,"['beer', 'gin', 'ginger', 'jam', 'lemon', 'seed', 'sorrel']","beer, gin, ginger, jam, lemon, seed, sorrel"
275,chubbys_jamaican_kitchen,drinks,COOL RUNNINGS - JAMAICAN JUICES & MOCKTAILS,FLAT WATER,,$8.50,,,,['water'],water
276,chubbys_jamaican_kitchen,drinks,COOL RUNNINGS - JAMAICAN JUICES & MOCKTAILS,SPARKLING WATER,,$8.50,,,,['water'],water
277,chubbys_jamaican_kitchen,drinks,COOL RUNNINGS - JAMAICAN JUICES & MOCKTAILS,COCONUT WATER,,$8.00,,,,"['coconut', 'water']","coconut, water"
278,chubbys_jamaican_kitchen,drinks,COOL RUNNINGS - JAMAICAN JUICES & MOCKTAILS,TING,,$5.00,,,,"['grapefruit', 'sugar', 'water']","grapefruit, sugar, water"
279,chubbys_jamaican_kitchen,drinks,COOL RUNNINGS - JAMAICAN JUICES & MOCKTAILS,SODA POP,,$3.00,,,,"['sugar', 'water']","sugar, water"
280,chubbys_jamaican_kitchen,drinks,CAFE,ESPRESSO,,$4.00,,,,['coffee'],coffee
281,chubbys_jamaican_kitchen,drinks,CAFE,AMERICANO,,$5.00,,,,"['coffee', 'water']","coffee, water"
282,chubbys_jamaican_kitchen,drinks,CAFE,CHUBBY'S CAPPUCCINO,,$5.50,,,,"['coffee', 'milk']","coffee, milk"
283,chubbys_jamaican_kitchen,drinks,CAFE,CHUBBY'S LATTE,,$5.50,,,,"['coffee', 'milk']","coffee, milk"
284,chubbys_jamaican_kitchen,drinks,CAFE,TEAS,,$4.00,,,,['tea'],tea
285,the_cottage_cheese,Classics,CC Recommends,Butter Paneer,"A classic treat of India, rich sweet and sour tasty delight.",19,Vegetarian,,,"['paneer cottage cheese', 'butter', 'tomatoes', 'cream', 'garlic', 'ginger', 'garam masala', 'sugar', 'chili powder', 'fenugreek leaves', 'salt']","cottage_cheese, butter, tomato, cream, garlic, ginger, garam_masala, sugar, chili_powder, fenugreek_leaf, salt"
286,the_cottage_cheese,Classics,CC Recommends,Paneer Saagwala,A flavorful treat of garden-fresh saag. Rich creamy medium spiced cottage cheese affair.,19,Vegetarian,,,"['paneer', 'spinach', 'cream', 'garlic', 'ginger', 'cumin', 'green chili', 'garam masala', 'salt']","panir, spinach, cream, garlic, ginger, cumin, green_chili, garam_masala, salt"
287,the_cottage_cheese,Classics,CC Recommends,Butter Chicken,"A classic treat of India. Also National Dish of Britain, juicy cubes of tandoori chicken finished in rich creamy sweet & sour tomato sauce.",19,,,,"['chicken', 'butter', 'tomatoes', 'cream', 'garlic', 'ginger', 'garam masala', 'chili powder', 'fenugreek leaves', 'sugar', 'salt']","chicken, butter, tomato, cream, garlic, ginger, garam_masala, chili_powder, fenugreek_leaf, sugar, salt"
288,the_cottage_cheese,Classics,CC Recommends,Chicken Tikka Masala,"Classic Indian recipe, juicy pieces of chicken tikka in a creamy tomato sauce.",19,,,,"['chicken', 'tomatoes', 'cream', 'garlic', 'ginger', 'onions', 'garam masala', 'turmeric', 'chili powder', 'coriander', 'salt']","chicken, tomato, cream, garlic, ginger, onion, garam_masala, turmeric, chili_powder, coriander, salt"
289,the_cottage_cheese,Classics,CC Recommends,Lamb Rogan Josh,"A classic preparation from Kashmir, refreshing treat of slow cooked lamb.",19,,,,"['lamb', 'onions', 'yogurt', 'garlic', 'ginger', 'kashmiri chili', 'garam masala', 'cumin', 'coriander', 'cinnamon', 'cardamom', 'cloves', 'bay leaves', 'salt']","lamb, onion, yogurt, garlic, ginger, kashmiri_chili_powder, garam_masala, cumin, coriander, cinnamon, cardamom, clove, bay_leaf, salt"
290,the_cottage_cheese,Tandoor Appetizers,,Shashlik Paneer Tikka,"Soft and creamy cubes of cottage cheese marinated with bell peppers, pineapples, onions & aromatic spices, cooked to perfection.",16,Vegetarian,,,"['paneer', 'bell peppers', 'pineapple', 'onions', 'yogurt', 'garlic', 'ginger', 'garam masala', 'chili powder', 'lemon juice', 'salt']","panir, bell_pepper, pineapple, onion, yogurt, garlic, ginger, garam_masala, chili_powder, lemon_juice, salt"
291,the_cottage_cheese,Tandoor Appetizers,,Gilafi Chicken Kebabs,Minced Chicken marinated with rosemary and chopped bell peppers cooked in the clay oven.,16,,,,"['minced chicken', 'rosemary', 'bell peppers', 'yogurt', 'garlic', 'ginger', 'chili powder', 'garam masala', 'salt']","minced_chicken, rosemary, bell_pepper, yogurt, garlic, ginger, chili_powder, garam_masala, salt"
292,the_cottage_cheese,Tandoor Appetizers,,Pepper Corn Prawns,"Tiger prawns, marinated with lemon yogurt and chef's special masala and cooked in the clay oven.",21,,,,"['tiger prawns', 'lemon juice', 'yogurt', 'garlic', 'ginger', 'garam masala', 'black pepper', 'salt']","king_prawn, lemon_juice, yogurt, garlic, ginger, garam_masala, black_pepper, salt"
293,the_cottage_cheese,Tandoor Appetizers,,Tandoori Lamb Chops,Delicate New Zealand lamb marinated overnight with special Indian Spices and roasted in the Clay Oven.,20,,,,"['new zealand lamb', 'yogurt', 'garlic', 'ginger', 'garam masala', 'cumin', 'coriander', 'turmeric', 'lemon juice', 'salt']","new zealand lamb, yogurt, garlic, ginger, garam_masala, cumin, coriander, turmeric, lemon_juice, salt"
294,the_cottage_cheese,Tandoor Appetizers,,Whole / Half Tandoori Chicken,"Fresh King Chicken steeped in hung yogurt and lime, glazed with butter and cooked in the clay oven. Available in whole or half portions.",36.00 / 18.00,,,,"['chicken', 'yogurt', 'garlic', 'ginger', 'turmeric', 'garam masala', 'lime', 'butter', 'salt']","chicken, yogurt, garlic, ginger, turmeric, garam_masala, lime, butter, salt"
295,the_cottage_cheese,Tandoor Appetizers,,Chicken Malai Tikka,Tender pieces of chicken marinated with yogurt lime and tandoori spices roasted in clay oven.,17,,,,"['chicken', 'yogurt', 'garlic', 'ginger', 'lime juice', 'garam masala', 'cream', 'salt']","chicken, yogurt, garlic, ginger, lime_juice, garam_masala, cream, salt"
296,the_cottage_cheese,Tandoor Appetizers,,Tandoori Chicken Tikka,Boneless cubes of chicken marinated in tandoori spices and roasted in the clay oven.,19,,,,"['chicken', 'yogurt', 'garlic', 'ginger', 'garam masala', 'chili powder', 'lemon juice', 'salt']","chicken, yogurt, garlic, ginger, garam_masala, chili_powder, lemon_juice, salt"
297,the_cottage_cheese,Tandoor Appetizers,,Sufiani Tikka,"Tender fish or chicken marinated in a blend of yogurt and subtle spices, then roasted in the tandoor oven.",22,,,,"['fish or chicken', 'yogurt', 'garlic', 'ginger', 'subtle spices coriander', 'cumin', 'fennel', 'salt']","fried_chicken, yogurt, garlic, ginger, subtle spices coriander, cumin, fennel, salt"
298,the_cottage_cheese,Curtain Raiser - Appetizers,,Papads of India,Lentil bread roasted in clay oven.,4,Vegan,,,"['lentil flour', 'salt']","gluten_flour, salt"
299,the_cottage_cheese,Curtain Raiser - Appetizers,,Vegetable Samosa,"Lentil patties filled with diced potatoes, green peas, and cumin seeds.",8,Vegan,,,"['potatoes', 'green peas', 'cumin seeds', 'coriander', 'garam masala', 'pastry dough', 'oil', 'salt']","potato, green_pea, cumin_seed, coriander, garam_masala, pastry_dough, oil, salt"
300,the_cottage_cheese,Curtain Raiser - Appetizers,,Eggplant Fries Pakora,Deep fried sliced cut Chinese eggplant sprinkled with flavorful Indian Spices.,14,Vegan,,,"['chinese eggplant', 'chickpea flour', 'indian spices cumin', 'turmeric', 'chili', 'oil', 'salt']","chinese_eggplant, chickpea_flour, indian spices cumin, turmeric, chili, oil, salt"
301,the_cottage_cheese,Curtain Raiser - Appetizers,,Tantalizing Cauliflower Bites,Florets of cauliflower dusted with mild Indian herbs and fresh lime juice.,12,Vegan,,,"['cauliflower florets', 'lime juice', 'garam masala', 'chili powder', 'salt']","cauliflower_floret, lime_juice, garam_masala, chili_powder, salt"
302,the_cottage_cheese,Curtain Raiser - Appetizers,,Asparagus Potato Cake,"Chopped asparagus coated with Indian herbs, breadcrumbs, and deep fried into golden crisp fritters.",15,Vegan,,,"['asparagus', 'potatoes', 'breadcrumbs', 'garam masala', 'cumin', 'oil', 'salt']","asparagus, potato, breadcrumb, garam_masala, cumin, oil, salt"
303,the_cottage_cheese,Curtain Raiser - Appetizers,,Chicken Pakoras,Chicken pieces cooked with spices from South of India.,15,,,,"['chicken', 'chickpea flour', 'south indian spices curry leaves', 'mustard seeds', 'oil', 'salt']","chicken, chickpea_flour, south indian spices curry leaves, mustard_seed, oil, salt"
304,the_cottage_cheese,Curtain Raiser - Appetizers,,Kale and Corn Pakora,Freshly chopped kale and spinach coated with chickpea flour and deep fried into golden crisp fritters.,12,Vegan,,,"['kale', 'spinach', 'corn', 'chickpea flour', 'turmeric', 'cumin', 'chili powder', 'oil', 'salt']","kale, spinach, corn, chickpea_flour, turmeric, cumin, chili_powder, oil, salt"
305,the_cottage_cheese,Center Stage,,Cottage Cheese - Veg of the Day,Special daily offering featuring cottage cheese.,17,Vegetarian,,,['cheese'],cheese
306,the_cottage_cheese,Center Stage,,Toofani Chole (Veg),A famous Chandni Chowk Chole (Garbanzo beans) loved by everyone.,16,Vegan,,,"['garbanzo beans', 'onions', 'tomatoes', 'garlic', 'ginger', 'garam masala', 'turmeric', 'cumin', 'chili powder', 'coriander', 'salt']","garbanzo_bean, onion, tomato, garlic, ginger, garam_masala, turmeric, cumin, chili_powder, coriander, salt"
307,the_cottage_cheese,Center Stage,,Sweet & Sour Eggplant,Eggplant slices sautéed with tomatoes and onions in a tangy tamarind sauce.,16,Vegan,,,"['eggplant', 'onions', 'tomatoes', 'tamarind', 'sugar', 'chili powder', 'garam masala', 'oil', 'salt']","eggplant, onion, tomato, tamari, sugar, chili_powder, garam_masala, oil, salt"
308,the_cottage_cheese,Center Stage,,Paneer Tikka Masala,Cubes of cottage cheese cooked with bell peppers and onions in a freshly made tomato gravy.,19,Vegetarian,,,"['paneer', 'bell peppers', 'onions', 'tomatoes', 'garlic', 'ginger', 'garam masala', 'cream', 'chili powder', 'salt']","panir, bell_pepper, onion, tomato, garlic, ginger, garam_masala, cream, chili_powder, salt"
309,the_cottage_cheese,Center Stage,,Smoky Baigan Bharta (Veg),An ordinary household Eggplant delicacy with Chef’s twist.,17,Vegan,,,"['smoked eggplant', 'onions', 'tomatoes', 'garlic', 'ginger', 'garam masala', 'chili powder', 'oil', 'salt']","eggplant, onion, tomato, garlic, ginger, garam_masala, chili_powder, oil, salt"
310,the_cottage_cheese,Center Stage,,Methi Malai Mutter Makhan,"Fenugreek tossed in butter cooked with green peas and cottage cheese in onion, tomato and twisted spices.",20,Vegetarian,,,"['fenugreek leaves', 'green peas', 'paneer', 'butter', 'onions', 'tomatoes', 'cream', 'garam masala', 'chili powder', 'salt']","fenugreek_leaf, green_pea, panir, butter, onion, tomato, cream, garam_masala, chili_powder, salt"
311,the_cottage_cheese,Center Stage,,Pulled Chicken Khurchan,Pieces of chicken and Lamb/Beef cooked in sumptuously rich and creamy spinach gravy.,19,,,,"['chicken', 'lambbeef', 'spinach', 'cream', 'garlic', 'ginger', 'garam masala', 'chili powder', 'salt']","chicken, lamb_bone, spinach, cream, garlic, ginger, garam_masala, chili_powder, salt"
312,the_cottage_cheese,Center Stage,,Meen Lime Chili Masala,Fish fillets marinated in a special spice blend of Coastal part of Southern India enriched with coconut and cream.,21,,,,"['fish fillets', 'lime', 'coconut milk', 'curry leaves', 'turmeric', 'chili powder', 'garam masala', 'cream', 'salt']","fish_fillet, lime, coconut_milk, curry_leaf, turmeric, chili_powder, garam_masala, cream, salt"
313,the_cottage_cheese,Center Stage,,Chicken Shorba,A lightly spiced and peppered clear soup style Indian chicken soup.,18,,,,"['chicken', 'garlic', 'ginger', 'black pepper', 'cloves', 'cinnamon', 'coriander', 'onions', 'salt']","chicken, garlic, ginger, black_pepper, clove, cinnamon, coriander, onion, salt"
